link_id,length_m,road_type
5000005156231004A,12.92719647,At grade SRN A Road
5000005156401310A,36.55573095,Traffic Island Link At Junction
5000005157178317A,5.935154407,Mainline
5000005159451098A,285.3413829,At grade SRN A Road
5000005163297340A,5.019026062,At grade SRN A Road
5000005175003002A,189.5105871,Slip Road
5000005175521174A,65.44003366,Slip Road
5000005179662031A,16.22628818,At grade SRN A Road
5000005179662036A,21.76873761,At grade SRN A Road
5000005186807521A,192.6821025,Slip Road
5000005196617237A,225.8623968,At grade SRN A Road
5000005198807264A,382.4843387,Mainline
5000005198807279A,1022.483346,Mainline
5000005200235719A,25.82134251,At grade SRN A Road
5000005200235763A,14.27843629,At grade SRN A Road
5000005200235765A,72.8322442,At grade SRN A Road
5000005200235784A,79.18797968,At grade SRN A Road
5000005200235786A,25.55412731,At grade SRN A Road
5000005200235788A,24.23682373,At grade SRN A Road
5000005200235794B,13.91660553,At grade SRN A Road
5000005201466989B,21.84778851,At grade SRN A Road
5000005201467002B,22.15118699,At grade SRN A Road
5000005201467008A,19.62640229,At grade SRN A Road
5000005201467015A,12.17917861,At grade SRN A Road
5000005201467016A,533.608108,At grade SRN A Road
5000005201467017B,17.23214328,At grade SRN A Road
5000005201467020B,19.13110094,At grade SRN A Road
5000005201467026A,44.88353687,At grade SRN A Road
5000005202162239A,34.96074677,Mainline at junction
5000005203796772A,123.9350172,At grade SRN A Road
5000005203796775A,10.70775762,At grade SRN A Road
5000005205434074A,1328.617119,Mainline
5000005207065753A,26.58355945,Traffic Island Link At Junction
5000005207776741A,11.27468086,At grade SRN A Road
4000000006884741A,634.4324332,At grade SRN A Road
4000000006884751A,135.7979681,At grade SRN A Road
4000000007102606A,2650.65412,At grade SRN A Road
4000000007102890A,1620.408289,At grade SRN A Road
4000000007108356A,383.0413814,At grade SRN A Road
4000000007108539A,57.69765681,At grade SRN A Road
4000000007109267A,683.9124234,At grade SRN A Road
4000000007110756A,1014.027413,At grade SRN A Road
4000000007111528A,113.3753406,At grade SRN A Road
4000000007111944A,629.9273307,At grade SRN A Road
4000000007111992A,44.22820904,At grade SRN A Road
4000000007128981A,445.337166,Slip Road
4000000007130364A,858.9241084,At grade SRN A Road
4000000007176954A,60.129579,At grade SRN A Road
4000000007179706A,18.10558146,At grade SRN A Road
4000000009205621A,1384.958566,Mainline
4000000009225725A,531.5671348,Mainline
4000000009236172A,52.55042919,At grade SRN A Road
4000000009239631A,209.5390753,At grade SRN A Road
4000000009239638A,70.06959095,At grade SRN A Road
4000000009267364A,427.4663661,Mainline
4000000009268523A,62.90930086,At grade SRN A Road
4000000009268623A,577.3523146,At grade SRN A Road
4000000009268633A,61.97428686,At grade SRN A Road
4000000009268636A,74.29944622,At grade SRN A Road
4000000009268648A,21.01558344,Roundabout
4000000009268649A,23.904614,Roundabout
4000000009268650A,22.52651431,Roundabout
4000000009268664A,8.990595738,Roundabout
4000000009268667A,9.756747691,Roundabout
4000000009270228A,296.6561139,At grade SRN A Road
4000000009270231A,379.6834493,At grade SRN A Road
4000000009270550A,129.1905108,At grade SRN A Road
4000000009270568A,41.60037912,Roundabout
4000000009270570A,52.46193016,At grade SRN A Road
4000000009270591A,5.83355699,Roundabout
4000000009271381A,1307.798049,At grade SRN A Road
4000000009271382A,729.4473297,At grade SRN A Road
4000000009271397A,18.20330727,Roundabout
4000000009271401A,12.67312386,Roundabout
4000000009280604A,535.2731357,At grade SRN A Road
4000000009342396A,364.3857591,Mainline at junction
4000000009355238A,284.0659152,Mainline
4000000009355251A,461.2549666,Mainline
4000000009367530A,739.2620278,Mainline
4000000009380909A,841.3973016,Mainline
4000000009573013A,214.2672588,At grade SRN A Road
4000000009653888A,28.97252939,Slip Road
4000000009653890A,9.649749656,Slip Road
4000000013048799A,1662.770593,Mainline
4000000013048841A,1154.66779,Mainline
4000000013101653A,386.983909,Mainline
4000000013107668A,231.8409602,Mainline
4000000013107676A,264.8237635,Mainline
4000000013111164A,374.3766213,Mainline at junction
4000000013254357A,184.2024705,Mainline
4000000013254649A,529.9616117,Mainline
4000000013600527A,30.00659049,Mainline at junction
5000005106145108A,84.32331662,At grade SRN A Road
5000005128458389A,24.13803023,At grade SRN A Road
5000005142878366A,17.04014329,At grade SRN A Road
5000005162973737A,55.28569511,At grade SRN A Road
5000005186807519A,508.4831539,Slip Road
5000005191849413A,41.75876458,Traffic Island Link At Junction
5000005200235731A,23.8513267,At grade SRN A Road
5000005201466996B,17.61939984,At grade SRN A Road
5000005201467010B,18.62103888,At grade SRN A Road
5000005201467024B,20.37543022,At grade SRN A Road
5000005207776612A,236.4953739,At grade SRN A Road
4000000006913651A,25.06168715,At grade SRN A Road
4000000007107275A,31.84923859,At grade SRN A Road
4000000007111520A,30.30685787,At grade SRN A Road
4000000007111964A,164.4976843,At grade SRN A Road
4000000007111968A,65.85604649,At grade SRN A Road
4000000007111972A,111.434798,At grade SRN A Road
4000000007111989A,37.97108765,At grade SRN A Road
4000000007112004A,28.56018205,At grade SRN A Road
4000000007112777A,651.5716254,At grade SRN A Road
4000000007112780A,28.28427125,At grade SRN A Road
4000000007179705A,17.04681805,At grade SRN A Road
4000000007179782A,20.8418988,At grade SRN A Road
4000000007179788A,21.18223716,At grade SRN A Road
4000000007187995A,32.02438008,At grade SRN A Road
4000000007189982A,28.431847,At grade SRN A Road
4000000007198530A,131.2754964,Mainline
4000000009205586A,1251.976315,Mainline at junction
4000000009205588A,1972.469267,Mainline
4000000009205962A,1877.080542,Mainline
4000000009205963A,1886.57567,Mainline
4000000009211700A,338.1116049,Mainline
4000000009221440A,259.0243339,Mainline
4000000009222913A,329.1780623,Mainline
4000000009225721A,417.2302639,Mainline
4000000009230134A,119.3948232,Mainline
4000000009230144A,348.4100792,Mainline
4000000009237023A,9.99986,Mainline at junction
4000000009237635A,48.97376668,Slip Road
4000000009237657A,73.22747635,Slip Road
4000000009237663A,36.63454422,Slip Road
4000000009280679A,52.63508293,At grade SRN A Road
4000000009304690A,46.00344483,Roundabout
4000000009315570A,336.886036,Mainline
4000000009315578A,119.9300572,Mainline
4000000009318180A,439.5526011,Mainline
4000000009341881A,400.4631291,Mainline
4000000009341895A,746.6827507,Mainline
4000000009342411A,104.3614196,Mainline
4000000009344329A,483.6735147,Slip Road
4000000009344334A,435.1863288,Mainline
4000000009344347A,44.29674477,Roundabout
4000000009347389A,124.3376655,Mainline at junction
4000000009347394A,58.61990824,Roundabout
4000000009347395A,18.86806826,Roundabout
4000000009359620B,488.8699869,Slip Road
4000000009369645A,40.22418178,Slip Road
4000000009403280A,1024.256125,Mainline
4000000009406010A,276.9020799,Mainline
4000000009670546A,40.89540712,Slip Road
4000000009721324A,16.25958316,At grade SRN A Road
4000000009751457A,18.58505575,Slip Road
4000000013048027A,1479.791599,Mainline
4000000013092974A,51.99980001,Slip Road
4000000013099103A,112.6447162,Mainline
4000000013101683A,41.89378049,Mainline
4000000013101840A,23.78578797,Traffic Island Link At Junction
4000000013220280A,417.1035737,Slip Road
4000000013243820A,226.434554,Mainline
4000000013252190A,413.8484115,Slip Road
4000000013254340A,287.2836664,Mainline
4000000013254380A,20.61562029,Mainline
4000000013259866A,58.26987903,Slip Road
4000000013259890A,19.10461725,Mainline
4000000013259894A,16.40129873,Slip Road
4000000013268679A,407.8863193,Mainline
4000000013273727A,1041.320871,Mainline
4000000013279580A,57.24426264,Slip Road
4000000013279751A,8.000000001,Slip Road
4000000013282511A,25.03126049,Slip Road
4000000013282512A,78.52025972,Slip Road
4000000013299978A,312.4076274,Mainline
4000000013301419A,99.73852088,Mainline
4000000013301424A,143.0590554,Mainline
4000000013302562A,365.8010374,Mainline
4000000013302590A,210.8660062,Slip Road
4000000013302595A,397.8123899,Mainline
4000000013309894A,621.0848499,Mainline
4000000013320120A,294.4167405,Mainline
4000000013320121A,259.8160397,Slip Road
4000000013321272A,14.75145046,Slip Road
4000000013584170A,8.581346753,Slip Road
4000000013600586A,23.71897296,Roundabout
4000000013649661A,185.6503817,Mainline at junction
4000000013671431A,364.8058718,Slip Road
5000005106145120A,92.69984292,At grade SRN A Road
5000005142618721A,16.41306111,At grade SRN A Road
5000005156231005A,31.62001186,At grade SRN A Road
5000005156231011A,43.60696387,At grade SRN A Road
5000005191849401A,48.70855633,Traffic Island Link At Junction
5000005191849406A,132.0551435,Slip Road
5000005191849408A,51.73213327,Traffic Island Link At Junction
5000005191849412A,37.57084452,Traffic Island Link At Junction
5000005191849414A,20.86169955,Traffic Island Link At Junction
5000005195656886A,176.0452528,Slip Road
5000005195656887A,206.4854652,Slip Road
5000005196357931A,22.05896827,Mainline at junction
5000005196357936A,471.6833037,Slip Road
5000005200179355A,156.2771654,Mainline at junction
5000005200179360A,155.9552266,Mainline at junction
5000005200179361A,53.48317104,Mainline at junction
5000005201467000A,19.59510258,At grade SRN A Road
5000005204826969A,212.7242833,Slip Road
4000000007104600B,76.20917677,At grade SRN A Road
4000000007104600A,76.20917677,At grade SRN A Road
4000000007104604A,25.58014199,At grade SRN A Road
4000000007104611A,24.55116709,At grade SRN A Road
4000000007106930A,180.586395,At grade SRN A Road
4000000007107020A,66.45055826,At grade SRN A Road
4000000007107264A,31.36810624,At grade SRN A Road
4000000007109049A,366.7895554,At grade SRN A Road
4000000007109264A,40.45335314,At grade SRN A Road
4000000007109910A,47.0161865,At grade SRN A Road
4000000007110010A,36.27360215,At grade SRN A Road
4000000007111980A,43.94899583,Roundabout
4000000007112005A,53.61388908,At grade SRN A Road
4000000007117747A,178.6644984,Mainline
4000000007121241A,119.2672124,Mainline
4000000007125559A,124.3958992,Mainline
4000000007130240A,36.24881516,At grade SRN A Road
4000000007130349A,132.2524234,Mainline
4000000007130350A,260.2712847,Mainline
4000000007133070A,113.4030986,Mainline
4000000007137601A,8.944137746,At grade SRN A Road
4000000007137615A,22.48812547,At grade SRN A Road
4000000007137851A,8.953812809,At grade SRN A Road
4000000007154786A,41.26064479,At grade SRN A Road
4000000007154789A,24.20583782,At grade SRN A Road
4000000007179009A,62.85395468,Slip Road
4000000007179770A,121.3824801,At grade SRN A Road
4000000007179775A,23.69224127,At grade SRN A Road
4000000007179778A,25.87917618,At grade SRN A Road
4000000007179781A,22.57217744,At grade SRN A Road
4000000007179784A,24.1809486,At grade SRN A Road
4000000007179787A,22.65451905,At grade SRN A Road
4000000007179790A,15.10054949,At grade SRN A Road
4000000007179793B,16.29722543,At grade SRN A Road
4000000007187996A,7.466909709,At grade SRN A Road
4000000009205226A,1137.879951,Mainline
4000000009212562A,53.4050064,Slip Road
4000000009221443A,119.2250977,Mainline
4000000009222870A,578.5264093,Mainline
4000000009222872A,474.842713,Mainline
4000000009222874A,735.2011038,Mainline
4000000009222884A,614.5686666,Slip Road
4000000009225724A,603.7107798,Slip Road
4000000009225733A,429.59607,Mainline
4000000009225735A,400.2803558,Slip Road
4000000009225737A,29.21763135,Mainline
4000000009225755A,434.7548492,Slip Road
4000000009225756B,427.0813529,Mainline
4000000009229720A,19.9249793,Slip Road
4000000009230138A,59.46383103,Mainline
4000000009230139A,60.80338244,Slip Road
4000000009230141A,767.4127436,Mainline
4000000009230147A,328.8751787,Mainline
4000000009230149A,338.1582228,Mainline
4000000009230150A,245.5537752,Slip Road
4000000009230154A,286.777965,Mainline
4000000009230166A,82.94475772,Mainline
4000000009230170A,74.3261303,Slip Road
4000000009230190A,15.81130608,Mainline
4000000009230198A,277.1501448,Slip Road
4000000009230230A,84.28341362,Slip Road
4000000009235243A,48.13986599,Slip Road
4000000009236129A,54.04224772,Slip Road
4000000009236221A,19.1051145,At grade SRN A Road
4000000009237040A,7.211019346,Mainline at junction
4000000009237662A,50.46967791,Slip Road
4000000009264167A,184.3728363,Mainline
4000000009264168A,189.4328212,Mainline
4000000009264169A,317.6575428,Mainline
4000000009267304A,120.3100883,Mainline
4000000009268637A,79.68232566,At grade SRN A Road
4000000009271981A,65.21690268,At grade SRN A Road
4000000009279850A,459.3478251,At grade SRN A Road
4000000009281520A,71.09229777,At grade SRN A Road
4000000009284270A,220.1630316,At grade SRN A Road
4000000009284480A,173.8769675,At grade SRN A Road
4000000009293035A,118.8025326,Mainline
4000000009294625A,137.7154755,Mainline
4000000009304660A,275.7203112,Mainline
4000000009304676A,87.59538002,Mainline
4000000009304692A,82.09656999,Mainline
4000000009318186A,189.0315478,Slip Road
4000000009318190A,287.8209474,Slip Road
4000000009318192A,79.48658557,Mainline
4000000009320404A,11.04526143,Mainline
4000000009334347A,304.3047574,Mainline
4000000009334351A,290.5363644,Mainline
4000000009340753A,56.24107967,Slip Road
4000000009341060A,301.6372225,Mainline
4000000009341062A,83.99981942,Mainline
4000000009341885A,406.6271999,Mainline
4000000009341886A,438.2740163,Slip Road
4000000009341888A,258.0162772,Mainline
4000000009341890A,140.1006528,Mainline
4000000009341892A,278.958815,Mainline
4000000009341893A,615.8629728,Mainline
4000000009341894A,748.5556387,Mainline
4000000009341897A,731.0458126,Mainline
4000000009341899A,109.4560164,Mainline
4000000009341900A,117.3752643,Mainline
4000000009342382A,102.6895563,Slip Road
4000000009342393A,339.2360686,Mainline
4000000009342394A,341.8869386,Slip Road
4000000009344330A,446.3965958,Mainline
4000000009344333A,640.9381274,Mainline
4000000009344340A,204.6776781,Mainline
4000000009344343A,133.2087154,Roundabout
4000000009344346A,47.99874839,Roundabout
4000000009344348A,51.27240985,Roundabout
4000000009344349A,23.72870876,Roundabout
4000000009347390A,34.15969176,Roundabout
4000000009347392A,358.9664658,Slip Road
4000000009357150A,280.1707007,Mainline
4000000009360280A,410.5967704,Mainline
4000000009360282A,118.0079578,Mainline
4000000009368584A,426.6472923,Slip Road
4000000009368599A,137.7755463,Mainline
4000000009375789A,104.2572999,Mainline
4000000009401340A,237.5353023,Slip Road
4000000009405610A,285.794084,Mainline
4000000009405810A,51.38201682,Roundabout
4000000009406011A,119.9020215,Mainline
4000000009553516A,317.1640534,Mainline
4000000009562198A,878.4390169,Mainline
4000000009639856A,644.1356081,Mainline
4000000009740229A,40.84031496,At grade SRN A Road
4000000009744167A,198.0018772,Slip Road
4000000009751460A,11.85397718,Slip Road
4000000013090670A,121.3794938,Mainline
4000000013092970A,74.02711685,Mainline
4000000013099860B,20.54449515,At grade SRN A Road
4000000013099861B,20.85219811,At grade SRN A Road
4000000013101841A,24.14873789,Traffic Island Link At Junction
4000000013101980A,43.86185844,Slip Road
4000000013107670A,296.4476523,Mainline
4000000013107674A,151.5662148,Mainline
4000000013111170A,496.8032686,Mainline
4000000013111182A,144.2425565,Mainline at junction
4000000013111190A,11.70473409,Mainline at junction
